Start Date,Name,Area,City,Postcode,Number Of Lettings,Hmo TypesDescription,,,
2013/7/18,67 Dogfield Street, Cathays, Cardiff, CF24 4QL,5,Shared House,,,
2013/7/18,85 Dogfield Street, Cathays, Cardiff, CF24 4QL,7,Shared House,,,
2013/7/18,92 Manor Street, Gabalfa, Cardiff, CF14 3PX,3,Shared House,,,
2013/7/18,4 Clare Road, Riverside, Cardiff, CF11 6QL,9,Shared House,,,
2013/7/18,103 Cowbridge Road East, Riverside, Cardiff, CF11 9AF,4,Shared House,,,
2013/7/24,Second Floor Flat               5 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,6,Shared House,,,
2013/7/24,72 Woodville Road, Cathays, Cardiff, CF24 4EB,6,Shared House,,,
2013/7/24,26a Catherine Street, Cathays, Cardiff, CF24 4EF,5,Shared House,,,
2013/7/24,26b Catherine Street, Cathays, Cardiff, CF24 4EF,5,Flats Section 257,,,
2013/7/24,26c Catherine Street, Cathays, Cardiff, CF24 4EF,4,Shared House,,,
2013/7/25,62 Richard Street, Cathays, Cardiff, CF24 4DB,4,Shared House,,,
2013/7/25,4 Whitchurch Place, Cathays, Cardiff, CF24 4HD,8,Shared House,,,
2013/8/5,8 Cranbrook Street, Cathays, Cardiff, CF24 4AL,7,Shared House,,,
2013/8/5,23 Dogfield Street, Cathays, Cardiff, CF24 4QJ,6,Shared House,,,
2013/8/6,122 Coburn Street, Cathays, Cardiff, CF24 4BT,6,Shared House,,,
2013/8/6,19 Minister Street, Cathays, Cardiff, CF24 4HR,6,Shared House,,,
2013/8/6,13 Alexander Street, Cathays, Cardiff, CF24 4NT,4,Shared House,,,
2013/8/6,156 Richmond Road, Roath, Cardiff, CF24 3BX,5,Shared House,,,
2013/8/6,158 Richmond Road, Roath, Cardiff, CF24 3BX,5,Shared House,,,
2013/8/7,51 Woodville Road, Cathays, Cardiff, CF24 4DW,9,Shared House,,,
2013/8/7,77 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,4,Shared House,,,
2013/8/14,"First Floor Flat, 5 Glynrhondda Street", Cathays, Cardiff, CF24 4AN,5,Shared House,,,
2013/8/14,Ground Floor Flat 5 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,7,Shared House,,,
2013/8/14,First Floor Flat 106 Woodville Road, Cathays, Cardiff, CF24 4ED,4,Flat in Multiple Occupation,,,
2013/8/14,41 Malefant Street, Cathays, Cardiff, CF24 4QD,3,Shared House,,,
2013/8/14,43 Malefant Street, Cathays, Cardiff, CF24 4QD,5,Shared House,,,
2013/8/14,59 Inverness Place, Roath, Cardiff, CF24 4RW,7,Shared House,,,
2013/8/19,2 North Luton Place, Adamsdown, Cardiff, CF24 0EU,8,Shared House,,,
2013/8/19,14 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,6,Shared House,,,
2013/8/19,101 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,4,Shared House,,,
2013/8/19,40 Coburn Street, Cathays, Cardiff, CF24 4BS,3,Shared House,,,
2013/8/19,7 Woodville Road, Cathays, Cardiff, CF24 4DW,4,Shared House,,,
2013/8/19,68 Flora Street, Cathays, Cardiff, CF24 4EQ,,Shared House,,,
2013/8/19,11 Minny Street, Cathays, Cardiff, CF24 4ER,,Shared House,,,
2013/8/19,First Floor Flat 5 Minny Street, Cathays, Cardiff, CF24 4ER,4,Flat in Multiple Occupation,,,
2013/8/19,3 Gladys Street, Cathays, Cardiff, CF24 4HA,5,Shared House,,,
2013/8/19,18b Merthyr Street, Cathays, Cardiff, CF24 4JJ,0,Flats Section 257,,,
2013/8/19,144b Crwys Road, Cathays, Cardiff, CF24 4NR,1,Flat in Multiple Occupation,,,
2013/8/19,146 Crwys Road, Cathays, Cardiff, CF24 4NR,,Flat in Multiple Occupation,,,
2013/8/19,16 Bruce Street, Cathays, Cardiff, CF24 4PJ,,Shared House,,,
2013/8/19,98 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,,Shared House,,,
2013/8/19,66 Wyndham Crescent, Pontcanna, Cardiff, CF11 9EF,,Shared House,,,
2013/8/19,9 Fairoak Road, Roath, Cardiff, CF23 5HH,5,Shared House,,,
2013/8/19,147 Mackintosh Place, Roath, Cardiff, CF24 4RP,8,Shared House,,,
2013/8/19,226 Mackintosh Place, Roath, Cardiff, CF24 4RT,7,Shared House,,,
2013/9/5,109 Pencisely Road, Canton, Cardiff, CF5 1DJ,4,Flats Section 257,,,
2013/9/5,122 Miskin Street, Cathays, Cardiff, CF24 4AS,5,Shared House,,,
2013/9/5,144 Miskin Street, Cathays, Cardiff, CF24 4AS,3,Shared House,,,
2013/9/5,39 Letty Street, Cathays, Cardiff, CF24 4EL,4,Shared House,,,
2013/9/5,43 Letty Street, Cathays, Cardiff, CF24 4EL,5,Shared House,,,
2013/9/5,15 Whitchurch Place, Cathays, Cardiff, CF24 4HD,5,Shared House,,,
2013/9/5,31 Treherbert Street, Cathays, Cardiff, CF24 4JN,6,Shared House,,,
2013/9/5,49 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,6,Shared House,,,
2013/9/5,84 Kings Road, Pontcanna, Cardiff, CF11 9DD,7,Shared House,,,
2013/9/5,92 Severn Grove, Riverside, Cardiff, CF11 9EQ,5,Shared House,,,
2013/9/6,8 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,10,Shared House,,,
2013/9/10,53 Colum Road, Cathays, Cardiff, CF10 3EF,5,Shared House,,,
2013/9/10,1 Miskin Street, Cathays, Cardiff, CF24 4AP,7,Flats Section 257,,,
2013/9/10,14 Thesiger Street, Cathays, Cardiff, CF24 4BN,1,Shared House,,,
2013/9/10,65 Harriet Street, Cathays, Cardiff, CF24 4BW,4,Shared House,,,
2013/9/10,73 Harriet Street, Cathays, Cardiff, CF24 4BW,4,Shared House,,,
2013/9/10,99 Rhymney Street, Cathays, Cardiff, CF24 4DH,7,Shared House,,,
2013/9/10,80 Llantrisant Street, Cathays, Cardiff, CF24 4JE,3,Shared House,,,
2013/9/10,25 Tydfil Place, Roath, Cardiff, CF23 5HP,1,Shared House,,,
2013/9/10,131 Inverness Place, Roath, Cardiff, CF24 4RX,6,Shared House,,,
2013/9/11,11 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,8,Shared House,,,
2013/9/12,140 Miskin Street, Cathays, Cardiff, CF24 4AS,4,Shared House,,,
2013/9/12,17 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,3,Shared House,,,
2013/9/12,91 Coburn Street, Cathays, Cardiff, CF24 4BR,6,Shared House,,,
2013/9/12,28 Coburn Street, Cathays, Cardiff, CF24 4BS,6,Shared House,,,
2013/9/12,86 Harriet Street, Cathays, Cardiff, CF24 4BX,5,Shared House,,,
2013/9/12,"First And Second Floor Flat,101 Woodville Road", Cathays, Cardiff, CF24 4DY,4,Combined HMO/ Flat/s,,,
2013/9/12,10 Dogfield Street, Cathays, Cardiff, CF24 4QJ,8,Shared House,,,
2013/9/12,170 Mackintosh Place, Roath, Cardiff, CF24 4RS,6,Shared House,,,
2013/9/16,22 Fitzroy Street, Cathays, Cardiff, CF24 4BL,4,Shared House,,,
2013/9/16,38 Thesiger Street, Cathays, Cardiff, CF24 4BN,6,Shared House,,,
2013/9/16,26 Coburn Street, Cathays, Cardiff, CF24 4BS,5,Shared House,,,
2013/9/16,42 Coburn Street, Cathays, Cardiff, CF24 4BS,4,Shared House,,,
2013/9/16,88 Harriet Street, Cathays, Cardiff, CF24 4BX,6,Shared House,,,
2013/9/18,92 North Road, Cathays, Cardiff, CF10 3DZ,4,Shared House,,,
2013/9/18,106 Maindy Road, Cathays, Cardiff, CF24 4HQ,9,Shared House,,,
2013/9/18,81 Cathays Terrace, Cathays, Cardiff, CF24 4HT,3,Shared House,,,
2013/9/18,37 Treherbert Street, Cathays, Cardiff, CF24 4JN,8,Shared House,,,
2013/9/18,76 Richmond Road, Roath, Cardiff, CF24 3AT,8,Shared House,,,
2013/9/18,78 Richmond Road, Roath, Cardiff, CF24 3AT,6,Shared House,,,
2013/9/19,49 Lisvane Street, Cathays, Cardiff, CF24 4LH,1,Shared House,,,
2013/9/19,82 Richmond Road, Roath, Cardiff, CF24 3BU,8,Shared House,,,
2013/9/24,31 Hirwain Street, Cathays, Cardiff, CF24 4JG,1,Shared House,,,
2013/9/24,25 Lisvane Street, Cathays, Cardiff, CF24 4LH,6,Shared House,,,
2013/9/25,35 Thesiger Street, Cathays, Cardiff, CF24 4BP,5,Shared House,,,
2013/9/25,9 Lisvane Street, Cathays, Cardiff, CF24 4LH,1,Shared House,,,
2013/10/8,5 Tewkesbury Place, Cathays, Cardiff, CF24 4QU,4,Shared House,,,
2013/10/9,62 May Street, Cathays, Cardiff, CF24 4EY,4,Shared House,,,
2013/10/9,78 Gelligaer Street, Cathays, Cardiff, CF24 4LB,4,Shared House,,,
2013/10/11,20 Lisvane Street, Cathays, Cardiff, CF24 4LL,8,Shared House,,,
2013/10/15,83 Dogfield Street, Cathays, Cardiff, CF24 4QL,1,Shared House,,,
2013/10/17,41 Llantrisant Street, Cathays, Cardiff, CF24 4JD,4,Shared House,,,
2013/10/17,129a North Road, Mynachdy, Cardiff, CF14 3AD,4,Flats Section 257,,,
2013/10/21,45 Clun Terrace, Cathays, Cardiff, CF24 4RB,5,Shared House,,,
2013/10/24,1 Colum Road, Cathays, Cardiff, CF10 3EE,10,Shared House,,,
2013/10/24,55 Bangor Street, Roath, Cardiff, CF24 3LQ,1,Shared House,,,
2013/10/25,12 Minny Street, Cathays, Cardiff, CF24 4ER,8,Shared House,,,
2013/10/25,22 Llantrisant Street, Cathays, Cardiff, CF24 4JB,6,Shared House,,,
2013/10/25,39 Pentyrch Street, Cathays, Cardiff, CF24 4JX,5,Shared House,,,
2013/11/7,84 Rhymney Street, Cathays, Cardiff, CF24 4DG,9,Shared House,,,
2013/11/7,65 Flora Street, Cathays, Cardiff, CF24 4EQ,3,Shared House,,,
2013/11/14,16 Adamsdown Square, Adamsdown, Cardiff, CF24 0EZ,6,Shared House,,,
2013/11/14,1 Llantwit Street, Cathays, Cardiff, CF24 4AJ,8,Shared House,,,
2013/11/14,119 Lisvane Street, Cathays, Cardiff, CF24 4LJ,6,Shared House,,,
2013/11/14,89 Lisvane Street, Cathays, Cardiff, CF24 4LJ,5,Shared House,,,
2013/11/14,6 Gwennyth Street, Cathays, Cardiff, CF24 4PH,7,Flat in Multiple Occupation,,,
2013/11/14,95 Dogfield Street, Cathays, Cardiff, CF24 4QN,5,Shared House,,,
2013/11/14,130 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House,,,
2013/11/14,22 Monthermer Road, Cathays, Cardiff, CF24 4RA,4,Flats Section 257,,,
2013/11/14,84 Whitchurch Road, Gabalfa, Cardiff, CF14 3LY,,Shared House,,,
2013/11/14,435 Newport Road, Penylan, Cardiff, CF24 1RP,4,Shared House,,,
2013/11/14,68 Donald Street, Roath, Cardiff, CF24 4TR,6,Shared House,,,
2013/11/21,92 Woodville Road, Cathays, Cardiff, CF24 4ED,1,Shared House,,,
2013/11/21,1 Treorchy Street, Cathays, Cardiff, CF24 4JP,5,Shared House,,,
2013/11/21,22 Brithdir Street, Cathays, Cardiff, CF24 4LG,4,Shared House,,,
2013/11/21,28 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,7,Shared House,,,
2013/11/27,3b Mundy Place, Cathays, Cardiff, CF24 4BZ,0,Shared House,,,
2013/11/27,4 Minister Street, Cathays, Cardiff, CF24 4HR,8,Shared House,,,
2013/11/27,60 Richmond Road, Roath, Cardiff, CF24 3AT,6,Shared House,,,
2013/11/27,2 Montgomery Street, Roath, Cardiff, CF24 3LZ,,Shared House,,,
2013/11/28,24 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,3,Shared House,,,
2013/11/28,Flat 2 (first Floor) 6 Miskin Street, Cathays, Cardiff, CF24 4AQ,6,Shared House,,,
2013/11/28,Flat 3 (second Floor) 6a Miskin Street, Cathays, Cardiff, CF24 4AQ,7,Flat in Multiple Occupation,,,
2013/11/28,Flat4 (third Floor) 6a Miskin Street, Cathays, Cardiff, CF24 4AQ,,Flat in Multiple Occupation,,,
2013/12/3,79 Colum Road, Cathays, Cardiff, CF10 3EF,6,Shared House,,,
2013/12/3,50 Coburn Street, Cathays, Cardiff, CF24 4BS,9,Shared House,,,
2013/12/5,82 Woodville Road, Cathays, Cardiff, CF24 4ED,7,Shared House,,,
2013/12/5,10 Treherbert Street, Cathays, Cardiff, CF24 4JN,7,Shared House,,,
2013/12/5,37 Malefant Street, Cathays, Cardiff, CF24 4QD,5,Shared House,,,
2013/12/5,132 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,6,Shared House,,,
2013/12/5,99 Monthermer Road, Cathays, Cardiff, CF24 4QY,3,Shared House,,,
2013/12/12,16 Llantwit Street, Cathays, Cardiff, CF24 4AJ,4,Shared House,,,
2013/12/12,11 Cranbrook Street, Cathays, Cardiff, CF24 4AL,1,Shared House,,,
2013/12/12,26 Woodville Road, Cathays, Cardiff, CF24 4EA,6,Shared House,,,
2013/12/12,28 Woodville Road, Cathays, Cardiff, CF24 4EA,6,Shared House,,,
2013/12/12,78a Woodville Road, Cathays, Cardiff, CF24 4ED,6,Shared House,,,
2013/12/12,1 Letty Street Lane, Cathays, Cardiff, CF24 4FD,10,Shared House,,,
2013/12/12,31 Cathays Terrace, Cathays, Cardiff, CF24 4HS,10,Shared House,,,
2013/12/12,38 Llantrisant Street, Cathays, Cardiff, CF24 4JE,7,Shared House,,,
2013/12/12,54 Llantrisant Street, Cathays, Cardiff, CF24 4JE,1,Shared House,,,
2013/12/19,"Flat 1, 114 Miskin Strreet", Cathays, Cardiff, CF24 4AS,7,Flat in Multiple Occupation,,,
2013/12/19,"Flat 2 , 114 Miskin Street", Cathays, Cardiff, CF24 4AS,4,Flat in Multiple Occupation,,,
2013/12/19,"Flat 3, 114 Miskin Street", Cathays, Cardiff, CF24 4AS,5,Flat in Multiple Occupation,,,
2013/12/19,First Floor Flat        129 Woodville Road, Cathays, Cardiff, CF24 4DZ,4,Flats Section 257,,,
2013/12/19,71 Merthyr Street, Cathays, Cardiff, CF24 4JL,8,Shared House,,,
2013/12/19,66 Lisvane Street, Cathays, Cardiff, CF24 4LN,7,Shared House,,,
2013/12/19,60 Malefant Street, Cathays, Cardiff, CF24 4QH,5,Shared House,,,
2013/12/19,79 Donald Street, Roath, Cardiff, CF24 4TL,6,Shared House,,,
2013/12/20,15 Thesiger Street, Cathays, Cardiff, CF24 4BN,1,Shared House,,,
2013/12/20,60 Coburn Street, Cathays, Cardiff, CF24 4BS,4,Shared House,,,
2013/12/20,23 Harriet Street, Cathays, Cardiff, CF24 4BU,5,Shared House,,,
2013/12/20,206 Rhymney Street, Cathays, Cardiff, CF24 4DJ,1,Shared House,,,
2013/12/20,42 Kincraig Street, Roath, Cardiff, CF24 3HW,3,Shared House,,,
2014/1/16,12 Llantwit Street, Cathays, Cardiff, CF24 4AJ,8,Shared House,,,
2014/1/16,35 Harriet Street, Cathays, Cardiff, CF24 4BU,6,Shared House,,,
2014/1/16,16 Rhymney Street, Cathays, Cardiff, CF24 4DF,7,Shared House,,,
2014/1/16,113 Rhymney Street, Cathays, Cardiff, CF24 4DL,1,Shared House,,,
2014/1/16,54 Flora Street, Cathays, Cardiff, CF24 4EQ,3,Shared House,,,
2014/1/16,60 May Street, Cathays, Cardiff, CF24 4EY,7,Shared House,,,1992
2014/1/16,96 Cathays Terrace, Cathays, Cardiff, CF24 4HY,0,Shared House,,,
2014/1/16,112 Gelligaer Street, Cathays, Cardiff, CF24 4LB,6,Shared House,,,
2014/1/16,155 Malefant Street, Cathays, Cardiff, CF24 4QG,7,Shared House,,,
2014/1/16,157 Malefant Street, Cathays, Cardiff, CF24 4QG,7,Shared House,,,
2014/1/16,54 Malefant Street, Cathays, Cardiff, CF24 4QH,1,Shared House,,,
2014/1/16,68 Tewkesbury Street, Cathays, Cardiff, CF24 4QT,6,Shared House,,,
2014/1/16,1 Kincraig Street, Roath, Cardiff, CF24 3HW,7,Shared House,,,
2014/1/16,12 Kincraig Street, Roath, Cardiff, CF24 3HW,6,Shared House,,,
2014/1/16,35 Kincraig Street, Roath, Cardiff, CF24 3HW,1,Shared House,,,
2014/1/16,22 Glenroy Street, Roath, Cardiff, CF24 3LB,7,Shared House,,,
2014/1/16,128 Inverness Place, Roath, Cardiff, CF24 4SA,5,Shared House,,,
2014/1/16,24 Moy Road, Roath, Cardiff, CF24 4SG,4,Shared House,,,
2014/1/20,8 Miskin Street, Cathays, Cardiff, CF24 4AQ,7,Shared House,,,
2014/1/20,10 Thesiger Street, Cathays, Cardiff, CF24 4BN,10,Shared House,,,
2014/1/20,8 Thesiger Street, Cathays, Cardiff, CF24 4BN,6,Shared House,,,
2014/1/20,63 Coburn Street, Cathays, Cardiff, CF24 4BR,8,Shared House,,,
2014/1/20,102 Coburn Street, Cathays, Cardiff, CF24 4BT,7,Shared House,,,
2014/1/20,121 Richards Street, Cathays, Cardiff, CF24 4DD,7,Shared House,,,
2014/1/20,Sylric House Fanny Street, Cathays, Cardiff, CF24 4EG,7,Shared House,,,
2014/1/20,24 May Street, Cathays, Cardiff, CF24 4EW,6,Shared House,,,
2014/1/20,121 Lisvane Street, Cathays, Cardiff, CF24 4LJ,6,Shared House,,,
2014/1/20,87 Crwys Road, Cathays, Cardiff, CF24 4NF,5,Shared House,,,
2014/1/20,4 Crwys Road, Roath, Cardiff, CF24 4NJ,6,Shared House,,,
2014/1/20,44 Moy Road, Roath, Cardiff, CF24 4TG,7,Shared House,,,
2014/1/30,16 Thesiger Street, Cathays, Cardiff, CF24 4BN,3,Flats Section 257,,,
2014/1/30,109 Harriet Street, Cathays, Cardiff, CF24 4BX,6,Shared House,,,
2014/1/30,19 Richards Street, Cathays, Cardiff, CF24 4DA,5,Shared House,,,
2014/1/30,105 Woodville Road, Cathays, Cardiff, CF24 4DY,5,Shared House,,,
2014/1/30,"Flat 10,  6 6b Gwennyth Street", Cathays, Cardiff, CF24 4PH,7,Flat in Multiple Occupation,,,
2014/1/30,126 Cottrell Road, Roath, Cardiff, CF24 3EX,1,Shared House,,,
2014/2/5,44 Salisbury Road, Cathays, Cardiff, CF24 4AD,5,Shared House,,,
2014/2/5,3 Gelligaer Street, Cathays, Cardiff, CF24 4LA,6,Shared House,,,
2014/2/13,17 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,4,Shared House,,,
2014/2/13,120 Miskin Street, Cathays, Cardiff, CF24 4AS,1,Shared House,,,
2014/2/13,25 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,5,Flats Section 257,,,
2014/2/13,123 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,5,Shared House,,,
2014/2/13,87 Minny Street, Cathays, Cardiff, CF24 4EU,2,Shared House,,,
2014/2/13,30 May Street, Cathays, Cardiff, CF24 4EX,9,Shared House,,,
2014/2/13,104 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,6,Shared House,,,
2014/2/13,7 Monthermer Road, Cathays, Cardiff, CF24 4QW,10,Shared House,,,
2014/2/28,7 Colum Road, Cathays, Cardiff, CF10 3EE,6,Shared House,,,
2014/2/28,25 Salisbury Road, Cathays, Cardiff, CF24 4AA,4,Shared House,,,
2014/2/28,26 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,10,Flats Section 257,,,
2014/2/28,99 Richards Street, Cathays, Cardiff, CF24 4DD,4,Shared House,,,
2014/2/28,58 Woodville Road, Cathays, Cardiff, CF24 4EB,2,Shared House,,,
2014/2/28,45 Letty Street, Cathays, Cardiff, CF24 4EL,8,Shared House,,,
2014/2/28,25 Flora Street, Cathays, Cardiff, CF24 4EQ,4,Shared House,,,
2014/2/28,68 Daniel Street, Cathays, Cardiff, CF24 4NY,7,Shared House,,,
2014/2/28,41 Fitzhamon Embankment, Riverside, Cardiff, CF11 6AN,10,Flats Section 257,,,
2014/3/6,9 Cranbrook Street, Cathays, Cardiff, CF24 4AL,5,Shared House,,,
2014/3/6,17 Wyeverne Road, Cathays, Cardiff, CF24 4BG,4,Shared House,,,
2014/3/6,11 Fitzroy Street, Cathays, Cardiff, CF24 4BL,5,Shared House,,,
2014/3/6,26 Thesiger Street, Cathays, Cardiff, CF24 4BN,5,Shared House,,,
2014/3/6,"First Floor Flat, Cambria House, 123 Richards Street", Cathays, Cardiff, CF24 4DD,4,Flats Section 257,,,
2014/3/6,45 Pentyrch Street, Cathays, Cardiff, CF24 4JX,5,Shared House,,,
2014/3/6,7 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,2,Shared House,,,
2014/3/6,116 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House,,,
2014/3/7,65a Crwys Road, Cathays, Cardiff, CF24 4NE,4,Flats Section 257,,,
2014/3/7,65b Crwys Road, Cathays, Cardiff, CF24 4NE,5,Flats Section 257,,,
2014/3/11,50 Woodville Road, Cathays, Cardiff, CF24 4EB,6,Shared House,,,
2014/3/13,74 Salisbury Road, Cathays, Cardiff, CF24 4AD,4,Shared House,,,
2014/3/13,10 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,6,Shared House,,,
2014/3/13,20 Fitzroy Street, Cathays, Cardiff, CF24 4BL,4,Shared House,,,
2014/3/13,59 Coburn Street, Cathays, Cardiff, CF24 4BR,3,Shared House,,,
2014/3/13,61 Coburn Street, Cathays, Cardiff, CF24 4BR,3,Shared House,,,
2014/3/13,37 Harriet Street, Cathays, Cardiff, CF24 4BU,4,Shared House,,,
2014/3/13,33 Richards Street, Cathays, Cardiff, CF24 4DA,3,Shared House,,,
2014/3/13,1 Rhymney Street, Cathays, Cardiff, CF24 4DF,10,Shared House,,,
2014/3/13,102 Maindy Road, Cathays, Cardiff, CF24 4HQ,8,Shared House,,,
2014/3/13,89 Cathays Terrace, Cathays, Cardiff, CF24 4HT,4,Shared House,,,
2014/3/13,22 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,5,Shared House,,,
2014/3/13,3 Alexander Street, Cathays, Cardiff, CF24 4NT,4,Shared House,,,
2014/3/13,35 Florentia Street, Cathays, Cardiff, CF24 4PE,4,Shared House,,,
2014/3/13,159 Malefant Street, Cathays, Cardiff, CF24 4QG,5,Shared House,,,
2014/3/13,101 Dogfield Street, Cathays, Cardiff, CF24 4QN,7,Shared House,,,
2014/3/13,116 Dogfield Street, Cathays, Cardiff, CF24 4QN,15,Flats Section 257,,,
2014/3/13,17 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,10,Flats Section 257,,,
2014/3/13,26 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,6,Shared House,,,
2014/3/13,3 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,6,Shared House,,,
2014/3/13,37 Fitzhamon Embankment, Riverside, Cardiff, CF11 6AN,5,Shared House,,,
2014/3/13,150-152 Newport Road, Roath, Cardiff, CF24 1DJ,6,Shared House,,,
2014/3/13,6 East Grove, Roath, Cardiff, CF24 3AE,6,Shared House,,,
2014/3/13,199 Arabella Street, Roath, Cardiff, CF24 4SZ,4,Shared House,,,
2014/3/27,28 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,7,Shared House,,,
2014/3/27,169 Arabella Street, Roath, Cardiff, CF24 4SZ,7,Shared House,,,
2014/4/9,17 Richards Street, Cathays, Cardiff, CF24 4DA,4,Shared House,,,
2014/4/9,100 Rhymney Street, Cathays, Cardiff, CF24 4DG,4,Shared House,,,
2014/4/9,60 Rhymney Street, Cathays, Cardiff, CF24 4DG,9,Shared House,,,
2014/4/9,13 Fanny Street, Cathays, Cardiff, CF24 4EG,4,Shared House,,,
2014/4/9,54 Minny Street, Cathays, Cardiff, CF24 4ET,3,Shared House,,,
2014/4/9,108 Cathays Terrace, Cathays, Cardiff, CF24 4HY,6,Shared House,,,
2014/4/9,62 Cosmeston Street, Cathays, Cardiff, CF24 4LR,4,Shared House,,,
2014/4/9,137 Woodville Road, Cathays, Cardiff, CF24 4NW,3,Shared House,,,
2014/4/16,Ground Floor Flat 5 Minny Street, Cathays, Cardiff, CF24 4ER,6,Shared House,,,
2014/4/16,101 Brithdir Street, Cathays, Cardiff, CF24 4LF,6,Shared House,,,
2014/4/16,66 Cosmeston Street, Cathays, Cardiff, CF24 4LR,6,Shared House,,,
2014/4/16,13 Norman Street, Cathays, Cardiff, CF24 4NU,5,Shared House,,,
2014/4/16,6 Dogfield Street, Cathays, Cardiff, CF24 4QJ,5,Shared House,,,
2014/4/16,8 Dogfield Street, Cathays, Cardiff, CF24 4QJ,5,Shared House,,,
2014/4/16,276 Whitchurch Road, Gabalfa, Cardiff, CF14 3NE,4,Shared House,,,
2014/4/16,196 Mackintosh Place, Roath, Cardiff, CF24 4RT,4,Shared House,,,
2014/4/23,23 Coburn Street, Cathays, Cardiff, CF24 4BQ,9,Shared House,,,
2014/4/24,28a Llandough Street, Cathays, Cardiff, CF24 4AW,6,Shared House,,,
2014/4/24,"Ground Floor Front Flat,28 Llandough Street", Cathays, Cardiff, CF24 4AW,6,Shared House,,,
2014/5/8,3 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,4,Shared House,,,
2014/5/8,3 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,6,Shared House,,,
2014/5/8,30 Wyeverne Road, Cathays, Cardiff, CF24 4BH,5,Shared House,,,
2014/5/8,12 Woodville Road, Cathays, Cardiff, CF24 4EA,3,Flats Section 257,,,
2014/5/8,42 Minny Street, Cathays, Cardiff, CF24 4ES,0,Shared House,,,
2014/5/8,66 Gelligaer Street, Cathays, Cardiff, CF24 4LB,3,Shared House,,,
2014/5/8,2a Brithdir Street, Cathays, Cardiff, CF24 4LG,5,Shared House,,,
2014/5/8,59 Lisvane Street, Cathays, Cardiff, CF24 4LJ,4,Shared House,,,
2014/5/8,14 Cosmeston Street, Cathays, Cardiff, CF24 4LP,4,Shared House,,,
2014/5/8,26 Gwennyth Street, Cathays, Cardiff, CF24 4PH,4,Shared House,,,
2014/5/8,138 Malefant Street, Cathays, Cardiff, CF24 4QF,4,Shared House,,,
2014/5/8,52 Malefant Street, Cathays, Cardiff, CF24 4QH,1,Shared House,,,
2014/5/8,89 Dogfield Street, Cathays, Cardiff, CF24 4QN,5,Shared House,,,
2014/5/8,114 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,1,Flats Section 257,,,
2014/5/8,83 Monthermer Road, Cathays, Cardiff, CF24 4QX,4,Shared House,,,
2014/5/12,20 Richards Street, Cathays, Cardiff, CF24 4DA,4,Shared House,,,
2014/5/12,122 Rhymney Street, Cathays, Cardiff, CF24 4DJ,7,Shared House,,,
2014/5/12,38 Gelligaer Street, Cathays, Cardiff, CF24 4LA,3,Shared House,,,
2014/5/14,3 Whitchurch Road, Cathays, Cardiff, CF14 3JL,6,Shared House,,,
2014/5/14,63 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,5,Shared House,,,
2014/5/14,50 Monthermer Road, Cathays, Cardiff, CF24 4RA,5,Shared House,,,
2014/5/14,130 Inverness Place, Roath, Cardiff, CF24 4SA,5,Shared House,,,
2014/5/18,128 Rhymney Street, Cathays, Cardiff, CF24 4DJ,3,Shared House,,,
2014/5/22,18 Thesiger Street, Cathays, Cardiff, CF24 4BN,,Shared House,,,
2014/5/22,52 Flora Street, Cathays, Cardiff, CF24 4EQ,6,Shared House,,,
2014/5/22,27 Flaxland Avenue, Gabalfa, Cardiff, CF14 3NT,,Shared House,,,
2014/5/22,54 Marlborough Road, Roath, Cardiff, CF23 5BX,7,Shared House,,,
2014/5/28,66 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,8,Shared House,,,
2014/5/28,42 Treherbert Street, Cathays, Cardiff, CF24 4JN,4,Shared House,,,
