Start Date,Name,Area,City,Postcode,Number Of Lettings,Hmo TypesDescription
2017/2/15,9 Rhymney Street, Cathays, Cardiff, CF24 4DF,3,Shared House
2017/2/15,Flat 1 22 Moy Road, Roath, Cardiff, CF24 4SG,3,Shared House
2017/2/15,Flat 2 22 Moy Road, Roath, Cardiff, CF24 4SG,3,Shared House
2017/2/17,3 Pentyrch Street, Cathays, Cardiff, CF24 4JW,4,Shared House
2017/2/17,58 Claude Road, Roath, Cardiff, CF24 3QA,4,Flats Section 257
2017/2/20,49 Colum Road, Cathays, Cardiff, CF10 3EF,5,Flat in Multiple Occupation
2017/2/20,78 Miskin Street, Cathays, Cardiff, CF24 4AR,4,Shared House
2017/2/20,24 Thesiger Street, Cathays, Cardiff, CF24 4BN,5,Shared House
2017/2/20,32 Minny Street, Cathays, Cardiff, CF24 4ES,9,Shared House
2017/2/22,209 City Road, Roath, Cardiff, CF24 3JD,4,Shared House
2017/2/27,138 Richmond Road, Roath, Cardiff, CF24 3BX,5,Shared House
2017/2/28,92 Harriet Street, Cathays, Cardiff, CF24 4BX,8,Shared House
2017/3/2,17 Donald Street, Roath, Cardiff, CF24 4TJ,0,Shared House
2017/3/3,42 Talworth Street, Roath, Cardiff, CF24 3EJ,4,Shared House
2017/3/6,60 Thesiger Street, Cathays, Cardiff, CF24 4BP,4,Shared House
2017/3/6,44 Lisvane Street, Cathays, Cardiff, CF24 4LL,4,Shared House
2017/3/6,28 Crwys Road, Cathays, Cardiff, CF24 4NL,5,Shared House
2017/3/6,112 Diana Street, Roath, Cardiff, CF24 4TU,7,Shared House
2017/3/7,41 Harriet Street, Cathays, Cardiff, CF24 4BW,5,Shared House
2017/3/7,5 Darran Street, Cathays, Cardiff, CF24 4JF,4,Shared House
2017/3/8,93 Wyeverne Road, Cathays, Cardiff, CF24 4BG,4,Flat in Multiple Occupation
2017/3/8,20 Minny Street, Cathays, Cardiff, CF24 4ER,4,Shared House
2017/3/8,17 Lisvane Street, Cathays, Cardiff, CF24 4LH,4,Shared House
2017/3/8,94 Richmond Road, Roath, Cardiff, CF24 3BW,4,Shared House
2017/3/8,76 Alfred Street, Roath, Cardiff, CF24 4TZ,8,Shared House
2017/3/9,12 Fitzroy Street, Cathays, Cardiff, CF24 4BL,5,Shared House
2017/3/9,118 Woodville Road, Cathays, Cardiff, CF24 4EE,5,Shared House
2017/3/9,103 May Street, Cathays, Cardiff, CF24 4EZ,3,Shared House
2017/3/9,68 Malefant Street, Cathays, Cardiff, CF24 4QH,4,Shared House
2017/3/9,199 Mackintosh Place, Roath, Cardiff, CF24 4RP,6,Shared House
2017/3/9,66 Inverness Place, Roath, Cardiff, CF24 4SA,0,Shared House
2017/3/9,136 Donald Street, Roath, Cardiff, CF24 4TN,4,Shared House
2017/3/10,75 Wyeverne Road, Cathays, Cardiff, CF24 4BG,4,Shared House
2017/3/10,24 Wyeverne Road, Cathays, Cardiff, CF24 4BH,4,Shared House
2017/3/10,115 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,5,Shared House
2017/3/10,38 Richards Street, Cathays, Cardiff, CF24 4DA,8,Shared House
2017/3/10,48 Llantrisant Street, Cathays, Cardiff, CF24 4JE,5,Shared House
2017/3/10,24 Kelvin Road, Roath, Cardiff, CF23 5ET,8,Shared House
2017/3/13,62 Colum Road, Cathays, Cardiff, CF10 3EH,10,Shared House
2017/3/13,148 Miskin Street, Cathays, Cardiff, CF24 4AS,5,Shared House
2017/3/13,77 Wyeverne Road, Cathays, Cardiff, CF24 4BG,6,Shared House
2017/3/13,26 Rhymney Street, Cathays, Cardiff, CF24 4DF,7,Shared House
2017/3/13,196 Rhymney Street, Cathays, Cardiff, CF24 4DJ,6,Shared House
2017/3/13,35 Hirwain Street, Cathays, Cardiff, CF24 4JG,3,Shared House
2017/3/13,5 Norman Street, Cathays, Cardiff, CF24 4NU,7,Shared House
2017/3/13,96 Corporation Road, Grangetown, Cardiff, CF11 7AW,7,Shared House
2017/3/13,75 Richmond Road, Roath, Cardiff, CF24 3AR,0,Flats Section 257
2017/3/13,62 Angus Street, Roath, Cardiff, CF24 3LY,3,Shared House
2017/3/14,6 Richards Street, Cathays, Cardiff, CF24 4DA,4,Shared House
2017/3/14,62 Llantrisant Street, Cathays, Cardiff, CF24 4JE,7,Shared House
2017/3/14,91 Lisvane Street, Cathays, Cardiff, CF24 4LJ,7,Shared House
2017/3/14,40 Malefant Street, Cathays, Cardiff, CF24 4QH,3,Shared House
2017/3/14,27 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,5,Shared House
2017/3/14,First Floor Flat 30 City Road, Roath, Cardiff, CF24 3DL,6,Flat in Multiple Occupation
2017/3/14,Second Floor Flat 30 City Road, Roath, Cardiff, CF24 3DL,4,Flat in Multiple Occupation
2017/3/15,50 Salisbury Road, Cathays, Cardiff, CF24 4AD,0,Shared House
2017/3/17,46 Salisbury Road, Cathays, Cardiff, CF24 4AD,0,Shared House
2017/3/17,55 Flora Street, Cathays, Cardiff, CF24 4EQ,8,Shared House
2017/3/21,24 Salisbury Road, Cathays, Cardiff, CF24 4AD,0,Shared House
2017/3/21,9 Flora Street, Cathays, Cardiff, CF24 4EP,5,Shared House
2017/3/21,78 Maindy Road, Cathays, Cardiff, CF24 4HQ,5,Shared House
2017/3/21,104 Dogfield Street, Cathays, Cardiff, CF24 4QN,5,Bedsits
2017/3/21,75 Diana Street, Roath, Cardiff, CF24 4TT,1,Shared House
2017/3/22,27 Woodville Road, Cathays, Cardiff, CF24 4DW,3,Shared House
2017/3/22,2 Gladys Street, Cathays, Cardiff, CF24 4HA,0,Shared House
2017/3/22,26 Merthyr Street, Cathays, Cardiff, CF24 4JJ,5,Shared House
2017/3/22,97 Dogfield Street, Cathays, Cardiff, CF24 4QN,4,Shared House
2017/3/22,97 Mackintosh Place, Roath, Cardiff, CF24 4RL,1,Shared House
2017/3/24,122 Lisvane Street, Cathays, Cardiff, CF24 4LN,6,Shared House
2017/3/24,11 Bangor Street, Roath, Cardiff, CF24 3LQ,5,Shared House
2017/3/24,96 Connaught Road, Roath, Cardiff, CF24 3PY,5,Flats Section 257
2017/3/27,56 Salisbury Road, Cathays, Cardiff, CF24 4AD,0,Shared House
2017/3/27,17 Harriet Street, Cathays, Cardiff, CF24 4BU,5,Shared House
2017/3/27,1b Llantrisant Street, Cathays, Cardiff, CF24 4JB,4,Shared House
2017/3/27,19 Treorchy Street, Cathays, Cardiff, CF24 4JP,8,Shared House
2017/3/27,20 Alexander Street, Cathays, Cardiff, CF24 4NT,6,Shared House
2017/3/27,20 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,1,Shared House
2017/3/27,85 Penarth Road, Grangetown, Cardiff, CF11 6JT,0,Shared House
2017/3/28,6 Flora Street, Cathays, Cardiff, CF24 4EP,0,Shared House
2017/3/28,31 May Street, Cathays, Cardiff, CF24 4EX,5,Shared House
2017/3/28,11 Gelligaer Street, Cathays, Cardiff, CF24 4LA,4,Shared House
2017/3/28,11 Dogfield Street, Cathays, Cardiff, CF24 4QJ,4,Shared House
2017/3/28,66 Mackintosh Place, Roath, Cardiff, CF24 4RQ,7,Shared House
2017/3/29,3 Salisbury Road, Cathays, Cardiff, CF24 4AA,0,Flats Section 257
2017/3/30,43 Lisvane Street, Cathays, Cardiff, CF24 4LH,1,Shared House
2017/3/30,20 Princes Street, Roath, Cardiff, CF24 3PR,5,Flats Section 257
2017/3/31,7 Strathnairn Street, Roath, Cardiff, CF24 3JL,6,Shared House
2017/4/5,174 Colum Road, Cathays, Cardiff, CF10 3EL,7,Shared House
2017/4/5,24 Rhymney Street, Cathays, Cardiff, CF24 4DF,0,Shared House
2017/4/5,67 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,3,Shared House
2017/4/5,53 Malefant Street, Cathays, Cardiff, CF24 4QD,3,Shared House
2017/4/6,63 Richards Street, Cathays, Cardiff, CF24 4DB,6,Shared House
2017/4/6,45 Shirley Road, Roath, Cardiff, CF23 5HL,4,Shared House
2017/4/6,168a City Road, Roath, Cardiff, CF24 3JE,0,Flats Section 257
2017/4/10,Craig Y Cwtch Senghennydd Road, Cathays, Cardiff, CF24 4AG,0,Shared House
2017/4/10,62a Wyeverne Road, Cathays, Cardiff, CF24 4BJ,7,Shared House
2017/4/10,74 Daniel Street, Cathays, Cardiff, CF24 4NY,0,Shared House
2017/4/11,8 Wyeverne Road, Cathays, Cardiff, CF24 4BH,6,Shared House
2017/4/11,152 Richmond Road, Roath, Cardiff, CF24 3BX,6,Shared House
2017/4/12,2 Thesiger Street, Cathays, Cardiff, CF24 4BN,0,Shared House
2017/4/12,115 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,6,Shared House
2017/4/12,80 Alfred Street, Roath, Cardiff, CF24 4TZ,5,Shared House
2017/4/18,41 Cranbrook Street, Cathays, Cardiff, CF24 4AL,0,Shared House
2017/4/18,26 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Shared House
2017/4/18,25 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,0,Shared House
2017/4/18,56 Cosmeston Street, Cathays, Cardiff, CF24 4LR,6,Shared House
2017/4/18,172 Woodville Road, Cathays, Cardiff, CF24 4NW,7,Shared House
2017/4/18,30 Gwennyth Street, Cathays, Cardiff, CF24 4PH,5,Shared House
2017/4/19,73 Lisvane Street, Cathays, Cardiff, CF24 4LJ,3,Shared House
2017/4/20,66 Tewkesbury Street, Cathays, Cardiff, CF24 4QT,4,Shared House
2017/4/20,7 Fairoak Road, Roath, Cardiff, CF23 5HH,7,Flats Section 257
2017/4/21,96 North Road, Cathays, Cardiff, CF10 3DZ,3,Shared House
2017/4/21,5 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House
2017/4/21,62 Lisvane Street, Cathays, Cardiff, CF24 4LL,6,Shared House
2017/4/21,5 Hendy Street, Roath, Cardiff, CF23 5EU,4,Shared House
2017/4/21,48 Cottrell Road, Roath, Cardiff, CF24 3EY,0,Shared House
2017/4/21,34 Angus Street, Roath, Cardiff, CF24 3LY,5,Shared House
2017/4/24,70 Woodville Road, Cathays, Cardiff, CF24 4EB,4,Shared House
2017/4/24,4 Moy Road, Roath, Cardiff, CF24 4SG,5,Shared House
2017/4/25,29 Coburn Street, Cathays, Cardiff, CF24 4BQ,4,Shared House
2017/4/25,42 Angus Street, Roath, Cardiff, CF24 3LY,0,Shared House
2017/4/26,7 Salisbury Road, Cathays, Cardiff, CF24 4AA,5,Shared House
2017/4/26,22 Mundy Place, Cathays, Cardiff, CF24 4BZ,5,Shared House
2017/4/26,9 Llantrisant Street, Cathays, Cardiff, CF24 4JB,0,Shared House
2017/4/26,18 Treherbert Street, Cathays, Cardiff, CF24 4JN,6,Shared House
2017/4/26,29 Lisvane Street, Cathays, Cardiff, CF24 4LH,0,Shared House
2017/4/26,65 Bedford Street, Roath, Cardiff, CF24 3DA,7,Flats Section 257
2017/4/27,17 Cranbrook Street, Cathays, Cardiff, CF24 4AL,5,Shared House
2017/4/27,5 Thesiger Street, Cathays, Cardiff, CF24 4BN,6,Shared House
2017/4/27,88 Coburn Street, Cathays, Cardiff, CF24 4BT,0,Shared House
2017/4/27,29 Pentyrch Street, Cathays, Cardiff, CF24 4JX,0,Shared House
2017/4/27,96 Malefant Street, Cathays, Cardiff, CF24 4QE,5,Shared House
2017/4/27,59 Monthermer Road, Cathays, Cardiff, CF24 4QX,4,Shared House
2017/4/27,36 Russell Street, Roath, Cardiff, CF24 3BG,4,Shared House
2017/5/2,10 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Shared House
2017/5/2,136 Miskin Street, Cathays, Cardiff, CF24 4AS,0,Shared House
2017/5/3,25 Llantrisant Street, Cathays, Cardiff, CF24 4JD,0,Shared House
2017/5/3,13 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,7,Shared House
2017/5/4,9 Colum Place, Cathays, Cardiff, CF10 3EP,0,Shared House
2017/5/4,28 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Shared House
2017/5/4,121 Rhymney Street, Cathays, Cardiff, CF24 4DL,0,Shared House
2017/5/4,159 Rhymney Street, Cathays, Cardiff, CF24 4DL,4,Shared House
2017/5/4,13 Whitchurch Place, Cathays, Cardiff, CF24 4HD,5,Shared House
2017/5/4,125 Lisvane Street, Cathays, Cardiff, CF24 4LJ,3,Shared House
2017/5/4,10 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,6,Shared House
2017/5/4,114 Arran Street, Roath, Cardiff, CF24 3HU,5,Shared House
2017/5/4,84 Donald Street, Roath, Cardiff, CF24 4TR,0,Shared House
2017/5/5,7 Thesiger Street, Cathays, Cardiff, CF24 4BN,0,Shared House
2017/5/5,89 Monthermer Road, Cathays, Cardiff, CF24 4QY,0,Shared House
2017/5/5,19 Moy Road, Roath, Cardiff, CF24 4SG,4,Shared House
2017/5/9,3 Essich Street, Roath, Cardiff, CF24 3LT,4,Shared House
2017/5/10,7 Flora Street, Cathays, Cardiff, CF24 4EP,5,Shared House
2017/5/10,13 Treherbert Street, Cathays, Cardiff, CF24 4JN,4,Shared House
2017/5/10,38 Treherbert Street, Cathays, Cardiff, CF24 4JN,4,Shared House
2017/5/10,7 Upper Kincraig Street, Roath, Cardiff, CF24 3HA,4,Shared House
2017/5/10,10 Glenroy Street, Roath, Cardiff, CF24 3LB,1,Shared House
2017/5/10,123 Moy Road, Roath, Cardiff, CF24 4TF,6,Shared House
2017/5/10,57 Diana Street, Roath, Cardiff, CF24 4TT,4,Shared House
2017/5/11,45 Merthyr Street, Cathays, Cardiff, CF24 4JL,4,Shared House
2017/5/11,79 Pen-Y-Wain Road, Roath, Cardiff, CF24 4GG,8,Flats Section 257
2017/5/11,48 Mackintosh Place, Roath, Cardiff, CF24 4RQ,4,Shared House
2017/5/11,43 Moy Road, Roath, Cardiff, CF24 4SH,7,Shared House
2017/5/22,50 Rhymney Street, Cathays, Cardiff, CF24 4DG,8,Shared House
2017/5/22,7 Minister Street, Cathays, Cardiff, CF24 4HR,6,Shared House
2017/5/22,97 Cathays Terrace, Cathays, Cardiff, CF24 4HT,4,Shared House
2017/5/22,63 Richmond Road, Roath, Cardiff, CF24 3AR,0,Flats Section 257
2017/5/22,157 Mackintosh Place, Roath, Cardiff, CF24 4RP,4,Shared House
2017/5/22,14 Donald Street, Roath, Cardiff, CF24 4TQ,5,Shared House
2017/5/23,84 Coburn Street, Cathays, Cardiff, CF24 4BT,0,Shared House
2017/5/23,52 Alfred Street, Roath, Cardiff, CF24 4TZ,6,Shared House
2017/5/24,58 Malefant Street, Cathays, Cardiff, CF24 4QH,6,Shared House
2017/5/24,2 Arran Street, Roath, Cardiff, CF24 3HS,0,Shared House
2017/5/24,74 Strathnairn Street, Roath, Cardiff, CF24 3JP,0,Shared House
2017/5/25,19 Darran Street, Cathays, Cardiff, CF24 4JF,1,Shared House
2017/5/25,148 Richmond Road, Roath, Cardiff, CF24 3BX,3,Flat in Multiple Occupation
2017/5/26,16 Miskin Street, Cathays, Cardiff, CF24 4AQ,7,Shared House
2017/5/26,57 Richards Street, Cathays, Cardiff, CF24 4DB,4,Shared House
2017/5/26,180 Rhymney Street, Cathays, Cardiff, CF24 4DJ,0,Shared House
2017/5/26,57 Richmond Road, Roath, Cardiff, CF24 3AR,1,Flats Section 257
2017/5/26,72 Richmond Road, Roath, Cardiff, CF24 3AT,0,Shared House
2017/5/30,17 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Shared House
2017/5/30,30 Rhymney Street, Cathays, Cardiff, CF24 4DF,3,Shared House
2017/6/1,53 Rhymney Street, Cathays, Cardiff, CF24 4DH,8,Shared House
2017/6/5,142 Miskin Street, Cathays, Cardiff, CF24 4AS,0,Shared House
2017/6/5,36 Thesiger Street, Cathays, Cardiff, CF24 4BN,7,Shared House
2017/6/5,1b Mundy Place, Cathays, Cardiff, CF24 4BZ,8,Flats Section 257
2017/6/5,1c Mundy Place, Cathays, Cardiff, CF24 4BZ,3,
2017/6/5,86 Maindy Road, Cathays, Cardiff, CF24 4HQ,4,Shared House
2017/6/5,210 Cathays Terrace, Cathays, Cardiff, CF24 4JA,6,Shared House
2017/6/6,1 Cranbrook Street, Cathays, Cardiff, CF24 4AL,0,
2017/6/6,76 Miskin Street, Cathays, Cardiff, CF24 4AR,0,Shared House
2017/6/6,162 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,5,Flats Section 257
2017/6/8,86 Miskin Street, Cathays, Cardiff, CF24 4AR,6,Shared House
2017/6/8,46 Rhymney Street, Cathays, Cardiff, CF24 4DG,4,Shared House
2017/6/8,36 Llantrisant Street, Cathays, Cardiff, CF24 4JE,0,Shared House
2017/6/8,3 Dogfield Street, Cathays, Cardiff, CF24 4QJ,0,Shared House
2017/6/8,220 Mackintosh Place, Roath, Cardiff, CF24 4RT,6,Shared House
2017/6/8,172 Arabella Street, Roath, Cardiff, CF24 4SZ,0,Shared House
2017/6/9,15 Salisbury Road, Cathays, Cardiff, CF24 4AA,0,Flat in Multiple Occupation
2017/6/9,95 Harriet Street, Cathays, Cardiff, CF24 4BX,5,Shared House
2017/6/9,4 Lisvane Street, Cathays, Cardiff, CF24 4LL,5,Shared House
2017/6/12,68 Colum Road, Cathays, Cardiff, CF10 3EH,3,Flats Section 257
2017/6/12,48 Bedford Street, Roath, Cardiff, CF24 3DA,7,Shared House
2017/6/12,83 Bangor Street, Roath, Cardiff, CF24 3LQ,6,Shared House
2017/6/13,60 Miskin Street, Cathays, Cardiff, CF24 4AQ,5,Flats Section 257
2017/6/13,First & Second Floor 30 Miskin Street, Cathays, Cardiff, CF24 4AQ,3,Shared House
2017/6/13,Ground Floor Flat, Cathays, Cardiff, CF24 4AQ,3,Shared House
2017/6/13,90 Miskin Street, Cathays, Cardiff, CF24 4AR,3,Shared House
2017/6/13,87 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House
2017/6/13,38 Gordon Road, Roath, Cardiff, CF24 3AL,6,Flats Section 257
2017/6/13,25 Pen-Y-Wain Road, Roath, Cardiff, CF24 4GD,4,Shared House
2017/6/13,11 Diana Street, Roath, Cardiff, CF24 4TS,4,Shared House
2017/6/15,27 Wyeverne Road, Cathays, Cardiff, CF24 4BG,5,Shared House
2017/6/15,45 Rhymney Street, Cathays, Cardiff, CF24 4DH,4,Shared House
2017/6/15,166 Arabella Street, Roath, Cardiff, CF24 4SZ,4,Shared House
2017/6/16,32 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Combined HMO/ Flat/s
2017/6/16,12 Plasnewydd Place, Roath, Cardiff, CF24 3HD,4,Shared House
2017/6/16,77 Pen-Y-Wain Road, Roath, Cardiff, CF24 4GG,3,Shared House
2017/6/16,99 Donald Street, Roath, Cardiff, CF24 4TL,0,Shared House
2017/6/19,72 North Road, Cathays, Cardiff, CF10 3DZ,2,Shared House
2017/6/19,140 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,4,Shared House
2017/6/19,14 Treherbert Street, Cathays, Cardiff, CF24 4JN,4,Shared House
2017/6/19,2 Kelvin Road, Roath, Cardiff, CF23 5ET,3,Flats Section 257
2017/6/19,175 Arabella Street, Roath, Cardiff, CF24 4SZ,0,Shared House
2017/6/19,"Flat 1, 95 Diana Street", Roath, Cardiff, CF24 4TU,0,Flat in Multiple Occupation
2017/6/19,"Flat 2, 95 Diana Street", Roath, Cardiff, CF24 4TU,8,Combined HMO/ Flat/s
2017/6/21,86 Llantrisant Street, Cathays, Cardiff, CF24 4JE,4,Shared House
2017/6/21,44a Albany Road, Roath, Cardiff, CF24 3RR,6,Shared House
2017/6/22,123 Cathays Terrace, Cathays, Cardiff, CF24 4HU,6,Flats Section 257
2017/6/22,68 Llantrisant Street, Cathays, Cardiff, CF24 4JE,7,Shared House
2017/6/22,90 Connaught Road, Roath, Cardiff, CF24 3PX,0,Flats Section 257
2017/6/23,37 Cranbrook Street, Cathays, Cardiff, CF24 4AL,0,Shared House
2017/6/23,58 Thesiger Street, Cathays, Cardiff, CF24 4BP,0,Shared House
2017/6/23,88 Lisvane Street, Cathays, Cardiff, CF24 4LN,5,Flats Section 257
2017/6/23,43 Daniel Street, Cathays, Cardiff, CF24 4NY,4,Shared House
2017/6/23,44 Talworth Street, Roath, Cardiff, CF24 3EH,0,Shared House
2017/6/23,22 Angus Street, Roath, Cardiff, CF24 3LY,4,Shared House
2017/6/26,6 Cogan Terrace, Cathays, Cardiff, CF24 4AX,0,Shared House
2017/6/26,84 Alfred Street, Roath, Cardiff, CF24 4TZ,5,Shared House
2017/6/28,77a Wyeverne Road, Cathays, Cardiff, CF24 4BG,6,Shared House
2017/6/28,102 Rhymney Street, Cathays, Cardiff, CF24 4DG,4,Shared House
2017/6/28,29 Maindy Road, Cathays, Cardiff, CF24 4HL,0,Shared House
2017/6/29,6 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,6,Flats Section 257
2017/6/29,75a Wyeverne Road, Cathays, Cardiff, CF24 4BG,4,Shared House
2017/6/29,11 Richards Street, Cathays, Cardiff, CF24 4DA,0,Shared House
2017/6/29,57 Minny Street, Cathays, Cardiff, CF24 4ET,,Shared House
2017/6/29,12 Maindy Road, Cathays, Cardiff, CF24 4HP,0,Shared House
2017/6/29,9 Gelligaer Street, Cathays, Cardiff, CF24 4LA,5,Shared House
2017/6/29,41 Cosmeston Street, Cathays, Cardiff, CF24 4LQ,6,Shared House
2017/6/29,165b Richmond Road, Roath, Cardiff, CF24 3BT,1,Shared House
2017/6/29,164 Richmond Road, Roath, Cardiff, CF24 3BX,0,Combined HMO/ Flat/s
2017/6/29,29 Connaught Road, Roath, Cardiff, CF24 3PU,3,Flats Section 257
2017/6/30,12a Maindy Road, Cathays, Cardiff, CF24 4HP,4,Shared House
2017/7/3,51 Monthermer Road, Cathays, Cardiff, CF24 4QX,5,Shared House
2017/7/4,143 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,0,Shared House
2017/7/4,125 Rhymney Street, Cathays, Cardiff, CF24 4DL,0,Shared House
2017/7/5,8 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,5,Shared House
2017/7/6,44 Richmond Road, Roath, Cardiff, CF24 3AT,8,Flats Section 257
2017/7/7,98 Richard Street, Cathays, Cardiff, CF24 4DD,6,Shared House
2017/7/7,13 Hirwain Street, Cathays, Cardiff, CF24 4JG,3,Shared House
2017/7/7,69 Ferry Road, Grangetown, Cardiff, CF11 7DX,0,Shared House
2017/7/10,105 May Street, Cathays, Cardiff, CF24 4EZ,0,Shared House
2017/7/10,12 Tewkesbury Place, Cathays, Cardiff, CF24 4QU,0,Shared House
2017/7/12,37 Letty Street, Cathays, Cardiff, CF24 4EL,3,Shared House
2017/7/13,40 Richards Street, Cathays, Cardiff, CF24 4DA,1,Shared House
2017/7/13,49 Woodville Road, Cathays, Cardiff, CF24 4DW,0,Shared House
2017/7/13,121 Malefant Street, Cathays, Cardiff, CF24 4QF,6,Shared House
2017/7/13,14 Dylan Place, Roath, Cardiff, CF24 3DW,6,Shared House
2017/7/13,35 Strathnairn Street, Roath, Cardiff, CF24 3JL,4,Shared House
2017/7/13,77 Connaught Road, Roath, Cardiff, CF24 3PX,4,Flats Section 257
2017/7/14,41 Dogfield Street, Cathays, Cardiff, CF24 4QL,3,Shared House
2017/7/14,"Flat 1, 25 - 27 Braeval Street", Roath, Cardiff, CF24 4SJ,3,Flat in Multiple Occupation
2017/7/14,"Flat 2, 25 - 27 Braeval Street", Roath, Cardiff, CF24 4SJ,4,Flat in Multiple Occupation
2017/7/14,"Flat 3, 25 - 27 Braeval Street", Roath, Cardiff, CF24 4SJ,4,Flat in Multiple Occupation
2017/7/14,"Flat 4, 25 - 27 Braeval Street", Roath, Cardiff, CF24 4SJ,3,Flat in Multiple Occupation
2017/7/14,"Flat 5, 25 - 27 Braeval Street", Roath, Cardiff, CF24 4SJ,4,Flat in Multiple Occupation
2017/7/14,"Flat 6, 25 - 27 Braeval Street", Roath, Cardiff, CF24 4SJ,3,Flat in Multiple Occupation
2017/7/19,9 Woodville Road, Cathays, Cardiff, CF24 4DW,5,Shared House
2017/7/19,78 May Street, Cathays, Cardiff, CF24 4EY,7,Shared House
2017/7/19,50 Malefant Street, Cathays, Cardiff, CF24 4QH,4,Shared House
2017/7/19,88 Malefant Street, Cathays, Cardiff, CF24 4QH,0,Shared House
2017/7/20,78 Thesiger Street, Cathays, Cardiff, CF24 4BP,4,Shared House
2017/7/20,22 Darran Street, Cathays, Cardiff, CF24 4JF,4,Shared House
2017/7/20,47 Hirwain Street, Cathays, Cardiff, CF24 4JG,4,Shared House
2017/7/20,8 Merthyr Street, Cathays, Cardiff, CF24 4JJ,7,Shared House
2017/7/20,14 Treorchy Street, Cathays, Cardiff, CF24 4JP,4,Shared House
2017/7/20,77 Robert Street, Cathays, Cardiff, CF24 4PZ,4,Shared House
2017/7/20,22 Tewkesbury Place, Cathays, Cardiff, CF24 4QU,3,Shared House
2017/7/20,12 Gordon Road, Roath, Cardiff, CF24 3AJ,4,Shared House
2017/7/21,92 Coburn Street, Cathays, Cardiff, CF24 4BT,0,Shared House
2017/7/21,20 Harriet Street, Cathays, Cardiff, CF24 4BY,4,Shared House
2017/7/21,53 Merthyr Street, Cathays, Cardiff, CF24 4JL,6,Shared House
2017/7/21,114 Crwys Road, Cathays, Cardiff, CF24 4NR,3,Flat in Multiple Occupation
2017/7/21,9 Allensbank Crescent, Gabalfa, Cardiff, CF14 3PR,5,Shared House
2017/7/21,47 Talworth Street, Roath, Cardiff, CF24 3EH,4,Shared House
2017/7/21,113 Strathnairn Street, Roath, Cardiff, CF24 3JQ,4,Shared House
2017/7/24,223 City Road, Roath, Cardiff, CF24 3JD,0,Combined HMO/ Flat/s
2017/7/24,147 Glenroy Street, Roath, Cardiff, CF24 3LA,3,Shared House
2017/7/27,99 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House
2017/7/28,4 Coburn Street, Cathays, Cardiff, CF24 4BS,5,Shared House
2017/7/28,101 Donald Street, Roath, Cardiff, CF24 4TL,6,Shared House
2017/7/31,91 Cathays Terrace, Cathays, Cardiff, CF24 4HT,8,Shared House
2017/7/31,74 Tewkesbury Street, Cathays, Cardiff, CF24 4QT,3,Flat in Multiple Occupation
2017/7/31,First Floor Flat             165 City Road, Roath, Cardiff, CF24 3BQ,3,Shared House
2017/8/2,50 Cosmeston Street, Cathays, Cardiff, CF24 4LR,0,Shared House
2017/8/3,14 Llandough Street, Cathays, Cardiff, CF24 4AW,5,Shared House
2017/8/3,8 Malefant Street, Cathays, Cardiff, CF24 4QB,1,Shared House
2017/8/3,25 Clun Terrace, Cathays, Cardiff, CF24 4RB,5,Shared House
2017/8/3,119 Richmond Road, Roath, Cardiff, CF24 3BS,6,Shared House
2017/8/3,2 Wellfield Place, Roath, Cardiff, CF24 3PD,7,
2017/8/4,57 Blackweir Terrace, Cathays, Cardiff, CF10 3EQ,0,Shared House
2017/8/4,12 Cogan Terrace, Cathays, Cardiff, CF24 4AX,0,Shared House
2017/8/4,22 Crwys Road, Cathays, Cardiff, CF24 4NL,6,Shared House
2017/8/4,13 Wellfield Place, Roath, Cardiff, CF24 3PD,7,Shared House
2017/8/7,4 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,0,Shared House
2017/8/7,81 Rhymney Street, Cathays, Cardiff, CF24 4DH,0,Shared House
2017/8/7,20 Letty Street, Cathays, Cardiff, CF24 4EJ,0,Shared House
2017/8/7,47 Dalton Street, Cathays, Cardiff, CF24 4HB,4,Shared House
2017/8/7,14 Plasnewydd Road, Roath, Cardiff, CF24 3EN,1,Shared House
2017/8/8,114 Rhymney Street, Cathays, Cardiff, CF24 4DG,0,Shared House
